"Time stamp","System power generated | (kW)","Sun position time | (hour)","Irradiance DHI from weather file | (W/m2)"
"Feb 3, 05:00 pm",-0.0034239,17,0
"Feb 3, 06:00 pm",-0.0034239,18,0
"Feb 3, 07:00 pm",-0.0034239,19,0
"Feb 3, 08:00 pm",-0.0034239,20,0
"Feb 3, 09:00 pm",-0.0034239,21,0
"Feb 3, 10:00 pm",-0.0034239,22,0
"Feb 3, 11:00 pm",-0.0034239,23,0
"Feb 4, 12:00 am",-0.0034239,0,0
"Feb 4, 01:00 am",-0.0034239,1,0
"Feb 4, 02:00 am",-0.0034239,2,0
"Feb 4, 03:00 am",-0.0034239,3,0
"Feb 4, 04:00 am",-0.0034239,4,0
"Feb 4, 05:00 am",-0.0034239,5,0
"Feb 4, 06:00 am",-0.0034239,6,0
"Feb 4, 07:00 am",-0.0034239,7,0
"Feb 4, 08:00 am",0.031006,8,47
"Feb 4, 09:00 am",0.0963664,9,48
"Feb 4, 10:00 am",0.132056,10,70
"Feb 4, 11:00 am",0.173718,11,87
"Feb 4, 12:00 pm",0.126911,12,68
"Feb 4, 01:00 pm",0.112255,13,61
"Feb 4, 02:00 pm",0.522131,14,130
"Feb 4, 03:00 pm",0.194743,15,66
"Feb 4, 04:00 pm",-0.0034239,16,0
"Feb 4, 05:00 pm",-0.0034239,17,0
"Feb 4, 06:00 pm",-0.0034239,18,0
"Feb 4, 07:00 pm",-0.0034239,19,0
"Feb 4, 08:00 pm",-0.0034239,20,0
"Feb 4, 09:00 pm",-0.0034239,21,0
"Feb 4, 10:00 pm",-0.0034239,22,0
"Feb 4, 11:00 pm",-0.0034239,23,0
"Feb 5, 12:00 am",-0.0034239,0,0
"Feb 5, 01:00 am",-0.0034239,1,0
"Feb 5, 02:00 am",-0.0034239,2,0
"Feb 5, 03:00 am",-0.0034239,3,0
"Feb 5, 04:00 am",-0.0034239,4,0
"Feb 5, 05:00 am",-0.0034239,5,0
"Feb 5, 06:00 am",-0.0034239,6,0
"Feb 5, 07:00 am",-0.0034239,7,0
"Feb 5, 08:00 am",0.0247703,8,41
"Feb 5, 09:00 am",1.11936,9,130
"Feb 5, 10:00 am",1.23654,10,184
"Feb 5, 11:00 am",0.451613,11,161
"Feb 5, 12:00 pm",0.0822324,12,47
"Feb 5, 01:00 pm",0.06154,13,37
"Feb 5, 02:00 pm",0.125443,14,68
"Feb 5, 03:00 pm",0.0826555,15,50
"Feb 5, 04:00 pm",-0.0034239,16,3
"Feb 5, 05:00 pm",-0.0034239,17,0
"Feb 5, 06:00 pm",-0.0034239,18,0
"Feb 5, 07:00 pm",-0.0034239,19,0
"Feb 5, 08:00 pm",-0.0034239,20,0
"Feb 5, 09:00 pm",-0.0034239,21,0
"Feb 5, 10:00 pm",-0.0034239,22,0
"Feb 5, 11:00 pm",-0.0034239,23,0
"Feb 6, 12:00 am",-0.0034239,0,0
"Feb 6, 01:00 am",-0.0034239,1,0
"Feb 6, 02:00 am",-0.0034239,2,0
"Feb 6, 03:00 am",-0.0034239,3,0
"Feb 6, 04:00 am",-0.0034239,4,0
"Feb 6, 05:00 am",-0.0034239,5,0
"Feb 6, 06:00 am",-0.0034239,6,0
"Feb 6, 07:00 am",-0.0034239,7,0
"Feb 6, 08:00 am",0.0296916,8,45
"Feb 6, 09:00 am",1.18484,9,134
"Feb 6, 10:00 am",0.15447,10,77
"Feb 6, 11:00 am",0.0616347,11,38
"Feb 6, 12:00 pm",0.063931,12,38
"Feb 6, 01:00 pm",0.435233,13,156
"Feb 6, 02:00 pm",0.154605,14,80
"Feb 6, 03:00 pm",0.226851,15,71
"Feb 6, 04:00 pm",0.0815373,16,12
"Feb 6, 05:00 pm",-0.0034239,17,0
"Feb 6, 06:00 pm",-0.0034239,18,0
"Feb 6, 07:00 pm",-0.0034239,19,0
"Feb 6, 08:00 pm",-0.0034239,20,0
"Feb 6, 09:00 pm",-0.0034239,21,0
"Feb 6, 10:00 pm",-0.0034239,22,0
"Feb 6, 11:00 pm",-0.0034239,23,0
"Feb 7, 12:00 am",-0.0034239,0,0
"Feb 7, 01:00 am",-0.0034239,1,0
"Feb 7, 02:00 am",-0.0034239,2,0
"Feb 7, 03:00 am",-0.0034239,3,0
"Feb 7, 04:00 am",-0.0034239,4,0
"Feb 7, 05:00 am",-0.0034239,5,0
"Feb 7, 06:00 am",-0.0034239,6,0
"Feb 7, 07:00 am",-0.0034239,7,0
"Feb 7, 08:00 am",0.245203,8,78
"Feb 7, 09:00 am",1.89935,9,126
"Feb 7, 10:00 am",0.94643,10,180
"Feb 7, 11:00 am",0.147264,11,77
"Feb 7, 12:00 pm",0.145264,12,75
"Feb 7, 01:00 pm",0.108196,13,58
"Feb 7, 02:00 pm",0.142284,14,75
"Feb 7, 03:00 pm",0.075739,15,46
"Feb 7, 04:00 pm",-0.0034239,16,8
"Feb 7, 05:00 pm",-0.0034239,17,0
"Feb 7, 06:00 pm",-0.0034239,18,0
"Feb 7, 07:00 pm",-0.0034239,19,0
"Feb 7, 08:00 pm",-0.0034239,20,0
"Feb 7, 09:00 pm",-0.0034239,21,0
"Feb 7, 10:00 pm",-0.0034239,22,0
"Feb 7, 11:00 pm",-0.0034239,23,0
"Feb 8, 12:00 am",-0.0034239,0,0
"Feb 8, 01:00 am",-0.0034239,1,0
"Feb 8, 02:00 am",-0.0034239,2,0
"Feb 8, 03:00 am",-0.0034239,3,0
"Feb 8, 04:00 am",-0.0034239,4,0
"Feb 8, 05:00 am",-0.0034239,5,0
"Feb 8, 06:00 am",-0.0034239,6,0
"Feb 8, 07:00 am",-0.0034239,7,12
"Feb 8, 08:00 am",0.124931,8,73
"Feb 8, 09:00 am",1.02893,9,133
"Feb 8, 10:00 am",0.915227,10,180
"Feb 8, 11:00 am",1.66525,11,209
"Feb 8, 12:00 pm",0.0801665,12,45
"Feb 8, 01:00 pm",0.803904,13,188
"Feb 8, 02:00 pm",1.72278,14,133
"Feb 8, 03:00 pm",0.0480593,15,32
"Feb 8, 04:00 pm",0.0810964,16,15
"Feb 8, 05:00 pm",-0.0034239,17,0
"Feb 8, 06:00 pm",-0.0034239,18,0
"Feb 8, 07:00 pm",-0.0034239,19,0
"Feb 8, 08:00 pm",-0.0034239,20,0
"Feb 8, 09:00 pm",-0.0034239,21,0
"Feb 8, 10:00 pm",-0.0034239,22,0
"Feb 8, 11:00 pm",-0.0034239,23,0
"Feb 9, 12:00 am",-0.0034239,0,0
"Feb 9, 01:00 am",-0.0034239,1,0
"Feb 9, 02:00 am",-0.0034239,2,0
"Feb 9, 03:00 am",-0.0034239,3,0
"Feb 9, 04:00 am",-0.0034239,4,0
"Feb 9, 05:00 am",-0.0034239,5,0
"Feb 9, 06:00 am",-0.0034239,6,0
"Feb 9, 07:00 am",-0.0034239,7,14
"Feb 9, 08:00 am",0.539279,8,82
"Feb 9, 09:00 am",1.46277,9,148
"Feb 9, 10:00 am",1.16185,10,193
"Feb 9, 11:00 am",0.308846,11,129
"Feb 9, 12:00 pm",1.04175,12,219
"Feb 9, 01:00 pm",0.45638,13,163
"Feb 9, 02:00 pm",1.83991,14,129
"Feb 9, 03:00 pm",1.11459,15,87
"Feb 9, 04:00 pm",1.12127,16,15
"Feb 9, 05:00 pm",-0.0034239,17,0
"Feb 9, 06:00 pm",-0.0034239,18,0
"Feb 9, 07:00 pm",-0.0034239,19,0
"Feb 9, 08:00 pm",-0.0034239,20,0
"Feb 9, 09:00 pm",-0.0034239,21,0
"Feb 9, 10:00 pm",-0.0034239,22,0
"Feb 9, 11:00 pm",-0.0034239,23,0
"Feb 10, 12:00 am",-0.0034239,0,0
"Feb 10, 01:00 am",-0.0034239,1,0
"Feb 10, 02:00 am",-0.0034239,2,0
"Feb 10, 03:00 am",-0.0034239,3,0
"Feb 10, 04:00 am",-0.0034239,4,0
"Feb 10, 05:00 am",-0.0034239,5,0
"Feb 10, 06:00 am",-0.0034239,6,0
"Feb 10, 07:00 am",-0.0034239,7,14
"Feb 10, 08:00 am",0.881633,8,72
"Feb 10, 09:00 am",2.1134,9,113
"Feb 10, 10:00 am",2.72533,10,103
"Feb 10, 11:00 am",2.73405,11,122
"Feb 10, 12:00 pm",2.95987,12,81
"Feb 10, 01:00 pm",2.64524,13,111
"Feb 10, 02:00 pm",1.7212,14,140
"Feb 10, 03:00 pm",1.5116,15,83
"Feb 10, 04:00 pm",0.0804864,16,17
"Feb 10, 05:00 pm",-0.0034239,17,0
"Feb 10, 06:00 pm",-0.0034239,18,0
"Feb 10, 07:00 pm",-0.0034239,19,0
"Feb 10, 08:00 pm",-0.0034239,20,0
"Feb 10, 09:00 pm",-0.0034239,21,0
"Feb 10, 10:00 pm",-0.0034239,22,0
"Feb 10, 11:00 pm",-0.0034239,23,0
"Feb 11, 12:00 am",-0.0034239,0,0
"Feb 11, 01:00 am",-0.0034239,1,0
"Feb 11, 02:00 am",-0.0034239,2,0
"Feb 11, 03:00 am",-0.0034239,3,0
"Feb 11, 04:00 am",-0.0034239,4,0
"Feb 11, 05:00 am",-0.0034239,5,0
"Feb 11, 06:00 am",-0.0034239,6,0
"Feb 11, 07:00 am",-0.0034239,7,16
"Feb 11, 08:00 am",0.0414593,8,55
"Feb 11, 09:00 am",0.391194,9,102
"Feb 11, 10:00 am",0.211243,10,95
"Feb 11, 11:00 am",0.397463,11,154
"Feb 11, 12:00 pm",0.341604,12,144
"Feb 11, 01:00 pm",0.459275,13,166
"Feb 11, 02:00 pm",0.177393,14,88
"Feb 11, 03:00 pm",0.852999,15,94
"Feb 11, 04:00 pm",0.137625,16,22
"Feb 11, 05:00 pm",-0.0034239,17,0
"Feb 11, 06:00 pm",-0.0034239,18,0
"Feb 11, 07:00 pm",-0.0034239,19,0
"Feb 11, 08:00 pm",-0.0034239,20,0
"Feb 11, 09:00 pm",-0.0034239,21,0
"Feb 11, 10:00 pm",-0.0034239,22,0
"Feb 11, 11:00 pm",-0.0034239,23,0
"Feb 12, 12:00 am",-0.0034239,0,0
"Feb 12, 01:00 am",-0.0034239,1,0
"Feb 12, 02:00 am",-0.0034239,2,0
"Feb 12, 03:00 am",-0.0034239,3,0
"Feb 12, 04:00 am",-0.0034239,4,0
"Feb 12, 05:00 am",-0.0034239,5,0
"Feb 12, 06:00 am",-0.0034239,6,0
"Feb 12, 07:00 am",-0.0034239,7,6
"Feb 12, 08:00 am",0.639273,8,87
"Feb 12, 09:00 am",1.49137,9,156
"Feb 12, 10:00 am",1.01756,10,194
"Feb 12, 11:00 am",0.300104,11,127
"Feb 12, 12:00 pm",0.214347,12,100
"Feb 12, 01:00 pm",0.340822,13,140
"Feb 12, 02:00 pm",0.255468,14,111
"Feb 12, 03:00 pm",0.296771,15,85
"Feb 12, 04:00 pm",0.130183,16,21
"Feb 12, 05:00 pm",-0.0034239,17,0
"Feb 12, 06:00 pm",-0.0034239,18,0
"Feb 12, 07:00 pm",-0.0034239,19,0
"Feb 12, 08:00 pm",-0.0034239,20,0
"Feb 12, 09:00 pm",-0.0034239,21,0
"Feb 12, 10:00 pm",-0.0034239,22,0
"Feb 12, 11:00 pm",-0.0034239,23,0
"Feb 13, 12:00 am",-0.0034239,0,0
"Feb 13, 01:00 am",-0.0034239,1,0
"Feb 13, 02:00 am",-0.0034239,2,0
"Feb 13, 03:00 am",-0.0034239,3,0
"Feb 13, 04:00 am",-0.0034239,4,0
"Feb 13, 05:00 am",-0.0034239,5,0
"Feb 13, 06:00 am",-0.0034239,6,0
"Feb 13, 07:00 am",-0.0034239,7,19
"Feb 13, 08:00 am",1.2075,8,82
"Feb 13, 09:00 am",1.05981,9,147
"Feb 13, 10:00 am",1.84278,10,191
"Feb 13, 11:00 am",1.71848,11,221
"Feb 13, 12:00 pm",0.977013,12,226
"Feb 13, 01:00 pm",0.892697,13,204
"Feb 13, 02:00 pm",0.232507,14,107
"Feb 13, 03:00 pm",0.107658,15,60
"Feb 13, 04:00 pm",0.178461,16,25
"Feb 13, 05:00 pm",-0.0034239,17,0
"Feb 13, 06:00 pm",-0.0034239,18,0
"Feb 13, 07:00 pm",-0.0034239,19,0
"Feb 13, 08:00 pm",-0.0034239,20,0
"Feb 13, 09:00 pm",-0.0034239,21,0
"Feb 13, 10:00 pm",-0.0034239,22,0
"Feb 13, 11:00 pm",-0.0034239,23,0
"Feb 14, 12:00 am",-0.0034239,0,0
"Feb 14, 01:00 am",-0.0034239,1,0
"Feb 14, 02:00 am",-0.0034239,2,0
"Feb 14, 03:00 am",-0.0034239,3,0
"Feb 14, 04:00 am",-0.0034239,4,0
"Feb 14, 05:00 am",-0.0034239,5,0
"Feb 14, 06:00 am",-0.0034239,6,0
"Feb 14, 07:00 am",-0.0034239,7,22
"Feb 14, 08:00 am",1.59431,8,95
"Feb 14, 09:00 am",1.45725,9,160
"Feb 14, 10:00 am",1.25134,10,207
"Feb 14, 11:00 am",1.02385,11,226
"Feb 14, 12:00 pm",0.578775,12,197
"Feb 14, 01:00 pm",0.31175,13,134
"Feb 14, 02:00 pm",0.176386,14,87
"Feb 14, 03:00 pm",0.0826287,15,48
"Feb 14, 04:00 pm",0.259355,16,28
"Feb 14, 05:00 pm",-0.0034239,17,0
"Feb 14, 06:00 pm",-0.0034239,18,0
"Feb 14, 07:00 pm",-0.0034239,19,0
"Feb 14, 08:00 pm",-0.0034239,20,0
"Feb 14, 09:00 pm",-0.0034239,21,0
"Feb 14, 10:00 pm",-0.0034239,22,0
"Feb 14, 11:00 pm",-0.0034239,23,0
"Feb 15, 12:00 am",-0.0034239,0,0
"Feb 15, 01:00 am",-0.0034239,1,0
"Feb 15, 02:00 am",-0.0034239,2,0
"Feb 15, 03:00 am",-0.0034239,3,0
"Feb 15, 04:00 am",-0.0034239,4,0
"Feb 15, 05:00 am",-0.0034239,5,0
"Feb 15, 06:00 am",-0.0034239,6,0
"Feb 15, 07:00 am",-0.0034239,7,24
"Feb 15, 08:00 am",0.741083,8,76
"Feb 15, 09:00 am",0.172617,9,72
"Feb 15, 10:00 am",0.302788,10,122
"Feb 15, 11:00 am",0.277359,11,122
"Feb 15, 12:00 pm",0.198313,12,95
"Feb 15, 01:00 pm",0.160644,13,80
"Feb 15, 02:00 pm",0.0823133,14,46
"Feb 15, 03:00 pm",0.0863551,15,50
"Feb 15, 04:00 pm",0.0622448,16,22
"Feb 15, 05:00 pm",-0.0034239,17,0
"Feb 15, 06:00 pm",-0.0034239,18,0
"Feb 15, 07:00 pm",-0.0034239,19,0
"Feb 15, 08:00 pm",-0.0034239,20,0
"Feb 15, 09:00 pm",-0.0034239,21,0
"Feb 15, 10:00 pm",-0.0034239,22,0
"Feb 15, 11:00 pm",-0.0034239,23,0
"Feb 16, 12:00 am",-0.0034239,0,0
"Feb 16, 01:00 am",-0.0034239,1,0
"Feb 16, 02:00 am",-0.0034239,2,0
"Feb 16, 03:00 am",-0.0034239,3,0
"Feb 16, 04:00 am",-0.0034239,4,0
"Feb 16, 05:00 am",-0.0034239,5,0
"Feb 16, 06:00 am",-0.0034239,6,0
"Feb 16, 07:00 am",-0.0034239,7,27
"Feb 16, 08:00 am",0.875282,8,85
"Feb 16, 09:00 am",0.326658,9,102
"Feb 16, 10:00 am",0.242292,10,107
"Feb 16, 11:00 am",0.336066,11,142
"Feb 16, 12:00 pm",0.313408,12,137
"Feb 16, 01:00 pm",0.165311,13,83
"Feb 16, 02:00 pm",0.216111,14,103
"Feb 16, 03:00 pm",0.415919,15,101
"Feb 16, 04:00 pm",0.40299,16,34
"Feb 16, 05:00 pm",-0.0034239,17,0
"Feb 16, 06:00 pm",-0.0034239,18,0
"Feb 16, 07:00 pm",-0.0034239,19,0
"Feb 16, 08:00 pm",-0.0034239,20,0
"Feb 16, 09:00 pm",-0.0034239,21,0
"Feb 16, 10:00 pm",-0.0034239,22,0
"Feb 16, 11:00 pm",-0.0034239,23,0
"Feb 17, 12:00 am",-0.0034239,0,0
"Feb 17, 01:00 am",-0.0034239,1,0
"Feb 17, 02:00 am",-0.0034239,2,0
"Feb 17, 03:00 am",-0.0034239,3,0
"Feb 17, 04:00 am",-0.0034239,4,0
"Feb 17, 05:00 am",-0.0034239,5,0
"Feb 17, 06:00 am",-0.0034239,6,0
"Feb 17, 07:00 am",-0.0034239,7,29
"Feb 17, 08:00 am",1.58674,8,103
"Feb 17, 09:00 am",0.351872,9,107
"Feb 17, 10:00 am",0.553685,10,174
"Feb 17, 11:00 am",0.401596,11,159
"Feb 17, 12:00 pm",0.235647,12,109
"Feb 17, 01:00 pm",0.149198,13,75
"Feb 17, 02:00 pm",0.195838,14,95
"Feb 17, 03:00 pm",0.137395,15,74
"Feb 17, 04:00 pm",0.176124,16,32
"Feb 17, 05:00 pm",-0.0034239,17,0
"Feb 17, 06:00 pm",-0.0034239,18,0
"Feb 17, 07:00 pm",-0.0034239,19,0
"Feb 17, 08:00 pm",-0.0034239,20,0
"Feb 17, 09:00 pm",-0.0034239,21,0
"Feb 17, 10:00 pm",-0.0034239,22,0
"Feb 17, 11:00 pm",-0.0034239,23,0
"Feb 18, 12:00 am",-0.0034239,0,0
"Feb 18, 01:00 am",-0.0034239,1,0
"Feb 18, 02:00 am",-0.0034239,2,0
"Feb 18, 03:00 am",-0.0034239,3,0
"Feb 18, 04:00 am",-0.0034239,4,0
"Feb 18, 05:00 am",-0.0034239,5,0
"Feb 18, 06:00 am",-0.0034239,6,0
"Feb 18, 07:00 am",-0.0034239,7,25
"Feb 18, 08:00 am",1.26063,8,65
"Feb 18, 09:00 am",2.59988,9,83
"Feb 18, 10:00 am",2.93943,10,71
"Feb 18, 11:00 am",2.9799,11,74
"Feb 18, 12:00 pm",2.78328,12,113
"Feb 18, 01:00 pm",2.86159,13,66
"Feb 18, 02:00 pm",2.57361,14,84
"Feb 18, 03:00 pm",2.23673,15,64
"Feb 18, 04:00 pm",1.3672,16,31
"Feb 18, 05:00 pm",-0.0034239,17,0
"Feb 18, 06:00 pm",-0.0034239,18,0
"Feb 18, 07:00 pm",-0.0034239,19,0
"Feb 18, 08:00 pm",-0.0034239,20,0
"Feb 18, 09:00 pm",-0.0034239,21,0
"Feb 18, 10:00 pm",-0.0034239,22,0
"Feb 18, 11:00 pm",-0.0034239,23,0
"Feb 19, 12:00 am",-0.0034239,0,0
"Feb 19, 01:00 am",-0.0034239,1,0
"Feb 19, 02:00 am",-0.0034239,2,0
"Feb 19, 03:00 am",-0.0034239,3,0
"Feb 19, 04:00 am",-0.0034239,4,0
"Feb 19, 05:00 am",-0.0034239,5,0
"Feb 19, 06:00 am",-0.0034239,6,0
"Feb 19, 07:00 am",-0.0034239,7,34
"Feb 19, 08:00 am",1.68352,8,106
"Feb 19, 09:00 am",1.9866,9,148
"Feb 19, 10:00 am",2.12515,10,180
"Feb 19, 11:00 am",1.19554,11,247
"Feb 19, 12:00 pm",1.13139,12,248
"Feb 19, 01:00 pm",1.002,13,224
"Feb 19, 02:00 pm",1.05438,14,179
"Feb 19, 03:00 pm",0.354293,15,102
"Feb 19, 04:00 pm",0.21647,16,38
"Feb 19, 05:00 pm",-0.0034239,17,0
"Feb 19, 06:00 pm",-0.0034239,18,0
"Feb 19, 07:00 pm",-0.0034239,19,0
"Feb 19, 08:00 pm",-0.0034239,20,0
"Feb 19, 09:00 pm",-0.0034239,21,0
"Feb 19, 10:00 pm",-0.0034239,22,0
"Feb 19, 11:00 pm",-0.0034239,23,0
"Feb 20, 12:00 am",-0.0034239,0,0
"Feb 20, 01:00 am",-0.0034239,1,0
"Feb 20, 02:00 am",-0.0034239,2,0
"Feb 20, 03:00 am",-0.0034239,3,0
"Feb 20, 04:00 am",-0.0034239,4,0
"Feb 20, 05:00 am",-0.0034239,5,0
"Feb 20, 06:00 am",-0.0034239,6,0
"Feb 20, 07:00 am",-0.0034239,7,36
"Feb 20, 08:00 am",1.56886,8,108
"Feb 20, 09:00 am",1.33365,9,176
"Feb 20, 10:00 am",0.554989,10,177
"Feb 20, 11:00 am",0.963597,11,236
"Feb 20, 12:00 pm",0.859732,12,232
"Feb 20, 01:00 pm",0.614685,13,201
"Feb 20, 02:00 pm",0.195971,14,94
"Feb 20, 03:00 pm",0.133311,15,71
"Feb 20, 04:00 pm",0.218436,16,39
"Feb 20, 05:00 pm",-0.0034239,17,0
"Feb 20, 06:00 pm",-0.0034239,18,0
"Feb 20, 07:00 pm",-0.0034239,19,0
"Feb 20, 08:00 pm",-0.0034239,20,0
"Feb 20, 09:00 pm",-0.0034239,21,0
"Feb 20, 10:00 pm",-0.0034239,22,0
"Feb 20, 11:00 pm",-0.0034239,23,0
"Feb 21, 12:00 am",-0.0034239,0,0
"Feb 21, 01:00 am",-0.0034239,1,0
"Feb 21, 02:00 am",-0.0034239,2,0
"Feb 21, 03:00 am",-0.0034239,3,0
"Feb 21, 04:00 am",-0.0034239,4,0
"Feb 21, 05:00 am",-0.0034239,5,0
"Feb 21, 06:00 am",-0.0034239,6,0
"Feb 21, 07:00 am",-0.0034239,7,27
"Feb 21, 08:00 am",1.8348,8,61
"Feb 21, 09:00 am",2.7879,9,85
"Feb 21, 10:00 am",2.9799,10,100
"Feb 21, 11:00 am",2.77067,11,148
"Feb 21, 12:00 pm",0.393565,12,160
"Feb 21, 01:00 pm",0.371801,13,151
"Feb 21, 02:00 pm",0.214689,14,100
"Feb 21, 03:00 pm",0.175003,15,82
"Feb 21, 04:00 pm",0.250962,16,41
"Feb 21, 05:00 pm",-0.0034239,17,0
"Feb 21, 06:00 pm",-0.0034239,18,0
"Feb 21, 07:00 pm",-0.0034239,19,0
"Feb 21, 08:00 pm",-0.0034239,20,0
"Feb 21, 09:00 pm",-0.0034239,21,0
"Feb 21, 10:00 pm",-0.0034239,22,0
"Feb 21, 11:00 pm",-0.0034239,23,0
"Feb 22, 12:00 am",-0.0034239,0,0
"Feb 22, 01:00 am",-0.0034239,1,0
"Feb 22, 02:00 am",-0.0034239,2,0
"Feb 22, 03:00 am",-0.0034239,3,0
"Feb 22, 04:00 am",-0.0034239,4,0
"Feb 22, 05:00 am",-0.0034239,5,0
"Feb 22, 06:00 am",-0.0034239,6,0
"Feb 22, 07:00 am",-0.0034239,7,34
"Feb 22, 08:00 am",2.14124,8,116
"Feb 22, 09:00 am",1.90262,9,171
"Feb 22, 10:00 am",2.07881,10,207
"Feb 22, 11:00 am",2.04145,11,235
"Feb 22, 12:00 pm",0.331224,12,139
"Feb 22, 01:00 pm",0.396305,13,158
"Feb 22, 02:00 pm",1.06268,14,187
"Feb 22, 03:00 pm",0.891371,15,123
"Feb 22, 04:00 pm",0.781365,16,47
"Feb 22, 05:00 pm",-0.0034239,17,0
"Feb 22, 06:00 pm",-0.0034239,18,0
"Feb 22, 07:00 pm",-0.0034239,19,0
"Feb 22, 08:00 pm",-0.0034239,20,0
"Feb 22, 09:00 pm",-0.0034239,21,0
"Feb 22, 10:00 pm",-0.0034239,22,0
"Feb 22, 11:00 pm",-0.0034239,23,0
"Feb 23, 12:00 am",-0.0034239,0,0
"Feb 23, 01:00 am",-0.0034239,1,0
"Feb 23, 02:00 am",-0.0034239,2,0
"Feb 23, 03:00 am",-0.0034239,3,0
"Feb 23, 04:00 am",-0.0034239,4,0
"Feb 23, 05:00 am",-0.0034239,5,0
"Feb 23, 06:00 am",-0.0034239,6,0
"Feb 23, 07:00 am",-0.0034239,7,41
"Feb 23, 08:00 am",1.9479,8,116
"Feb 23, 09:00 am",1.65348,9,184
